order_id,customer_id,store_id,order_date,status
240,74,1,2025-05-19,COMPLETED
241,81,12,2023-10-17,SHIPPED
242,381,17,2024-09-05,returned
243,147,2,2023-03-07,Pending
244,349,15,2024-06-12,cancelled
245,499,13,2023-09-14,Completed
246,382,20,2023-06-08,CANCELLED
247,195,12,2025-05-18,COMPLETED
248,172,10,2023-11-30,completed
249,283,2,2024-05-07,Completed
250,24,3,2024-09-24,canceled
251,162,12,2023-09-23,SHIPPED
252,258,5,2023-02-18,Completed
253,238,3,2024-04-19,pending
254,494,20,2025-12-07,pending
255,439,2,2025-03-04,COMPLETED
256,255,1,2023-10-20,COMPLETED
257,87,6,2023-05-20,COMPLETED
258,236,16,2024-06-08,pending
259,250,10,2025-04-01,pending
260,320,12,2023-06-20,Cancelled
261,22,2,2024-05-16,pending
262,82,3,2024-04-01,COMPLETED
263,274,15,2023-08-12,Shipped
264,169,11,2025-09-22,complete
265,80,5,2024-03-13,Shipped
266,405,16,2024-03-13,SHIPPED
267,43,9,2025-04-09,returned
268,343,6,2023-04-21,CANCELLED
269,102,14,2025-09-13,Pending
270,468,13,2023-01-21,PENDING
271,316,11,2023-01-30,pending
272,406,14,2024-06-22,
273,65,19,2023-07-19,PENDING
274,86,7,2024-12-13,completed
275,155,17,2023-09-13,returned
276,425,17,2024-11-18,SHIPPED
277,84,13,2024-08-06,SHIPPED
278,481,4,2023-06-29,completed
279,255,20,2023-07-24,Completed
280,109,15,2025-02-19,complete
281,238,13,2023-01-16,canceled
282,158,14,2099-05-09,Completed
283,192,17,2024-10-12,SHIPPED
284,99,13,2023-04-16,pending
285,373,11,2025-11-25,pending
286,402,9,2023-11-22,COMPLETED
287,99788,1,2023-06-11,pending
288,399,8,2024-03-30,cancelled
289,194,2,2024-07-17,completed
290,53,20,2023-09-09,Pending
291,186,7,2025-03-11,SHIPPED
292,40,14,2025-02-07,returned
293,6,19,2023-03-06,shipped
294,280,966,2024-06-05,completed
295,390,12,2023-08-24,pending
296,482,9,2025-09-13,canceled
297,224,13,2024-01-31,Cancelled
298,407,10,2023-12-06,Returned
299,306,11,2023-08-09,shipped
300,33,2,2025-11-13,shipped
301,415,6,2025-01-02,shipped
302,63,988,2023-01-23,CANCELLED
303,198,7,2025-12-15,COMPLETED
304,350,11,2024-10-17,Returned
305,216,15,2023-12-17,cancelled
306,330,19,2023-01-10,Shipped
307,271,1,2023-05-23,SHIPPED
308,386,3,2024-10-03,canceled
309,435,4,2025-02-04,cancelled
310,99107,14,2024-04-08,shipped
311,3,2,2024-06-15,Completed
312,169,13,2024-07-06,returned
313,76,14,2025-07-04,cancelled
314,500,16,2024-04-07,COMPLETED
315,125,7,2023-06-09,PENDING
316,420,16,2023-08-03,CANCELLED
317,233,17,2023-08-05,shipped
318,318,13,2024-01-20,canceled
319,53,4,2023-08-14,Pending
320,272,9,2023-08-31,SHIPPED
321,221,2,2025-06-22,Shipped
322,151,6,2024-07-19,SHIPPED
323,128,8,2023-08-24,Cancelled
324,142,20,2025-04-08,Cancelled
325,105,10,2024-08-12,Returned
326,353,11,2023-05-23,returned
327,99485,1,2023-12-30,Pending
328,305,16,2023-01-03,complete
329,99696,8,2025-12-11,complete
330,172,12,2024-06-11,returned
331,364,17,2025-09-18,completed
332,113,5,2025-01-01,SHIPPED
333,100,13,2023-08-10,returned
334,90,12,2024-11-09,Cancelled
335,267,20,2023-09-09,shipped
336,256,5,2025-08-13,canceled
337,156,3,2024-08-26,canceled
338,251,14,2024-12-22,
339,146,17,2023-11-14,pending
340,300,10,2024-03-24,cancelled
341,217,4,2024-06-19,Pending
342,166,5,2024-02-13,PENDING
343,291,15,2024-01-11,SHIPPED
344,356,12,2025-08-17,SHIPPED
345,14,14,2023-07-01,canceled
346,192,18,2024-08-23,pending
347,99826,17,2025-07-31,Cancelled
348,171,10,2025-09-13,complete
349,379,7,2025-11-23,Returned
350,328,10,2024-09-28,Returned
351,35,977,2023-09-05,complete
352,228,4,2024-09-06,cancelled
353,421,15,2023-09-10,Pending
354,124,18,2024-02-15,complete
355,335,13,2023-08-08,pending
356,289,19,2024-09-12,returned
357,493,15,2024-07-21,PENDING
358,200,6,2023-11-07,CANCELLED
359,72,10,2025-03-17,Returned
360,338,17,2025-12-12,shipped
361,35,6,2024-04-19,Returned
362,396,8,2023-08-04,Shipped
363,33,9,2023-08-23,returned
364,431,6,2024-10-19,pending
365,103,16,2025-06-15,Pending
366,405,19,2023-02-19,PENDING
367,3,14,2023-05-28,Returned
368,424,12,2024-12-31,pending
369,321,3,2023-06-10,complete
370,308,1,2024-04-03,Cancelled
371,447,10,2023-06-03,canceled
372,358,19,2025-08-22,completed
373,103,2,2023-10-13,CANCELLED
374,450,16,2023-05-30,Completed
375,214,20,2023-06-15,pending
376,19,8,2024-12-18,cancelled
377,397,7,2025-12-30,completed
378,393,5,2025-05-30,complete
379,463,7,2024-12-03,cancelled
380,99422,18,2023-04-04,
381,40,15,2024-01-05,cancelled
382,204,4,2023-06-07,PENDING
383,183,8,2025-06-27,canceled
384,458,18,2025-10-28,SHIPPED
385,144,5,2025-12-02,PENDING
386,404,8,2025-06-20,complete
387,139,13,2024-09-07,Cancelled
388,10,13,2025-06-28,Pending
389,339,18,2024-12-13,CANCELLED
390,415,7,2023-02-26,SHIPPED
391,476,2,2023-08-12,canceled
392,238,19,2025-11-28,returned
393,68,9,2024-07-15,canceled
394,316,9,2024-05-28,completed
395,165,6,2025-06-27,returned
396,327,7,2025-04-16,Cancelled
397,489,6,2024-06-12,Returned
398,76,2,2024-04-21,returned
399,368,9,2024-06-11,shipped
400,121,3,2025-11-04,cancelled
401,425,14,2023-05-27,pending
402,185,14,2025-02-06,completed
403,477,19,2023-02-22,CANCELLED
404,261,12,2024-03-16,pending
405,41,8,2025-10-28,SHIPPED
406,450,2,2025-08-25,CANCELLED
407,151,11,2024-05-12,cancelled
408,60,15,2025-04-19,COMPLETED
409,310,14,2024-04-15,pending
410,466,19,2023-10-10,CANCELLED
411,216,5,2025-10-09,Pending
412,99123,18,2025-08-20,Completed
413,86,5,2025-11-20,SHIPPED
414,286,10,2023-09-01,CANCELLED
415,370,12,2025-07-08,SHIPPED
416,69,19,2025-11-09,shipped
417,165,17,2024-07-26,canceled
418,266,19,2025-11-06,CANCELLED
419,489,7,2025-05-31,CANCELLED
420,61,16,2025-06-17,Cancelled
421,474,9,2023-10-16,Pending
422,492,18,2024-02-04,completed
423,486,15,2025-12-02,complete
424,62,14,2025-10-07,Cancelled
425,182,8,2023-06-02,Cancelled
426,345,11,2023-03-20,CANCELLED
427,429,2,2023-01-17,cancelled
428,78,6,2025-10-14,COMPLETED
429,384,14,2023-05-18,Pending
430,315,19,2024-04-25,Pending
431,449,16,2025-09-30,shipped
432,113,10,2025-05-09,SHIPPED
433,164,12,2025-03-26,Returned
434,308,8,2023-03-01,SHIPPED
435,134,14,2025-03-12,Cancelled
436,373,2,2024-09-23,Pending
437,57,20,2024-11-06,completed
438,361,12,2023-05-10,shipped
439,430,8,2024-08-17,CANCELLED
440,128,2,2023-02-11,Shipped
441,145,8,2024-05-21,Shipped
442,380,3,2023-06-06,SHIPPED
443,278,5,2023-07-15,PENDING
444,402,17,2023-02-17,complete
445,242,14,2023-07-10,Cancelled
446,274,13,2023-02-05,shipped
447,232,1,2025-03-24,Returned
448,171,3,2023-07-15,Returned
449,207,16,2025-12-07,cancelled
450,211,11,2023-11-05,SHIPPED
451,108,16,2025-10-20,CANCELLED
452,285,3,2023-08-04,pending
453,384,7,2025-06-15,SHIPPED
454,269,18,2025-05-06,SHIPPED
455,451,17,2024-10-22,Pending
456,105,12,2025-11-29,PENDING
457,369,5,2023-12-03,completed
458,241,1,2024-09-30,complete
459,32,20,2023-11-17,cancelled
460,99197,14,2024-09-18,Cancelled
461,104,5,2023-07-30,Cancelled
462,268,13,2024-11-07,Cancelled
463,316,16,2024-03-04,PENDING
464,76,16,2023-01-01,Completed
465,218,11,2024-09-11,Shipped
466,243,17,2024-10-11,PENDING
467,427,5,2025-06-14,Cancelled
468,223,6,2023-02-21,shipped
469,287,7,2025-02-22,completed
470,100,939,2024-11-03,Cancelled
471,99279,9,2025-09-07,Cancelled
472,293,16,2025-07-19,complete
473,458,6,2023-09-27,complete
474,32,18,2024-07-22,completed
475,461,6,2025-01-20,Shipped
476,32,17,2023-10-30,returned
477,353,6,2023-01-07,complete
478,357,15,2023-06-30,COMPLETED
479,495,6,2023-01-22,COMPLETED
480,158,7,2023-09-29,canceled
481,162,7,2024-07-12,canceled
482,48,19,2025-01-14,returned
483,88,19,2025-02-28,SHIPPED
484,408,11,2025-10-28,Cancelled
485,133,9,2023-03-06,Pending
486,166,13,2023-03-11,shipped
487,99431,11,2023-07-25,Pending
488,12,20,2025-07-23,Shipped
489,371,11,2025-09-15,cancelled
490,260,14,2024-07-05,completed
491,154,17,2024-02-11,pending
492,492,3,2024-09-25,shipped
493,1,7,2023-12-19,cancelled
494,371,18,2099-02-05,complete
495,358,16,2025-02-09,complete
496,479,11,2024-08-02,SHIPPED
497,178,19,2023-02-25,cancelled
498,422,976,2025-03-26,pending
499,155,11,2025-02-25,canceled
500,247,14,2024-01-03,complete
501,352,13,2023-01-26,Shipped
502,99669,13,2025-05-15,Cancelled
503,414,15,2025-10-25,CANCELLED
504,58,14,2025-12-24,COMPLETED
505,479,9,2024-02-09,returned
506,21,16,2025-07-31,shipped
507,152,1,2024-07-01,completed
508,19,12,2023-03-16,Pending
509,373,16,2025-06-01,returned
510,423,17,2025-07-27,Completed
511,327,4,2025-02-21,CANCELLED
512,217,6,2024-06-10,COMPLETED
513,60,19,2024-06-18,cancelled
514,294,14,2024-07-16,Cancelled
515,205,10,2024-07-12,SHIPPED
516,237,11,2023-07-18,
517,148,20,2025-08-01,CANCELLED
518,286,11,2024-10-16,returned
519,273,13,2024-06-07,COMPLETED
520,177,17,2025-01-26,returned
521,320,20,2024-12-21,completed
522,381,8,2025-02-07,complete
523,57,6,2023-11-22,Shipped
524,112,20,2024-07-25,complete
525,325,11,2025-10-25,Shipped
526,423,6,2023-12-30,
527,336,4,2025-02-24,SHIPPED
528,317,20,2025-10-27,SHIPPED
529,128,16,2023-07-06,Shipped
530,436,15,2025-01-25,Returned
531,166,3,2023-03-05,cancelled
532,124,15,2025-10-21,CANCELLED
533,126,3,2023-01-15,SHIPPED
534,442,14,2024-06-16,completed
535,31,13,2023-03-23,returned
536,75,19,2023-08-17,CANCELLED
537,248,4,2024-11-06,Returned
538,176,15,2024-11-08,Cancelled
539,76,1,2024-03-28,canceled
540,291,16,2025-06-19,pending
541,197,8,2023-02-27,pending
542,370,17,2025-04-11,shipped
543,257,12,2025-02-13,Pending
544,248,1,2023-05-13,cancelled
545,374,7,2024-12-31,completed
546,401,8,2024-02-19,complete
547,139,18,2023-06-12,cancelled
548,94,8,2024-04-12,Completed
549,143,7,2023-05-11,canceled
550,300,16,2025-08-08,Completed
551,101,15,2023-06-20,PENDING
552,5,4,2025-06-25,returned
553,209,16,2023-12-28,canceled
554,445,11,2024-07-17,returned
555,94,11,2025-11-09,COMPLETED
556,49,15,2024-12-02,Pending
557,119,17,2024-09-17,complete
558,108,5,2024-10-25,Pending
559,81,17,2025-08-28,Cancelled
560,479,10,2025-01-29,shipped
561,158,13,2025-05-04,Completed
562,413,15,2024-07-15,PENDING
563,427,11,2025-05-25,PENDING
564,226,4,2023-06-02,Returned
565,488,2,2025-03-09,Returned
566,301,4,2023-04-25,shipped
567,242,3,2024-10-26,pending
568,294,3,2025-06-16,Cancelled
569,354,3,2024-10-04,returned
570,165,15,2025-01-11,Cancelled
571,12,14,2025-05-25,Completed
572,263,19,2025-06-14,CANCELLED
573,295,3,2023-06-04,complete
574,434,19,2025-08-17,COMPLETED
575,142,5,2024-11-07,CANCELLED
576,379,14,2023-02-13,Shipped
577,219,8,2024-10-30,PENDING
578,182,19,2023-11-09,canceled
579,309,2,2023-09-18,CANCELLED
580,337,10,2023-12-01,PENDING
581,450,15,2023-09-10,returned
582,107,15,2025-06-17,Shipped
583,497,19,2025-11-23,complete
584,184,11,2025-04-30,shipped
585,484,1,2025-02-17,complete
586,429,10,2024-04-14,Shipped
587,99987,11,2023-04-03,completed
588,356,2,2023-05-06,canceled
589,81,6,2025-11-28,Pending
590,403,16,2024-02-22,Cancelled
591,14,16,2023-03-12,SHIPPED
592,307,6,2023-11-20,cancelled
593,58,15,2025-04-30,pending
594,1,16,2024-06-10,shipped
595,50,19,2024-02-06,pending
596,49,10,2023-08-04,canceled
597,343,17,2024-06-30,SHIPPED
598,378,2,2025-02-27,Pending
599,428,6,2025-03-23,Returned
600,446,19,2025-04-10,Cancelled
601,144,17,2024-11-21,Cancelled
602,396,4,2024-12-02,shipped
603,279,8,2025-07-25,canceled
604,232,3,2025-10-30,PENDING
605,398,12,2025-12-12,Completed
606,118,17,2023-12-08,Pending
607,116,5,2025-05-18,Shipped
608,498,16,2025-08-16,canceled
259,343,20,2023-05-17,pending
610,498,8,2025-03-12,Shipped
611,180,9,2023-10-15,pending
612,142,1,2023-08-29,Returned
613,421,20,2025-07-19,CANCELLED
614,21,9,2023-08-20,Pending
615,407,10,2024-04-05,shipped
616,254,14,2025-05-13,Cancelled
617,464,17,2024-11-04,shipped
618,413,19,2025-10-10,Cancelled
619,363,20,2025-02-08,Shipped
620,430,4,2023-07-14,shipped
621,310,13,2023-03-23,returned
622,482,14,2023-02-22,CANCELLED
623,411,15,2024-06-03,shipped
624,229,11,2025-07-27,Pending
625,281,13,2024-12-14,Returned
626,316,8,2024-10-10,COMPLETED
627,255,13,2024-02-19,shipped
628,186,6,2024-10-23,canceled
629,287,18,2023-12-31,PENDING
630,469,13,2024-06-23,shipped
631,54,10,2023-06-18,Completed
632,141,8,2024-03-24,PENDING
633,494,20,2025-09-16,PENDING
634,298,19,2025-03-03,shipped
635,190,8,2024-10-17,pending
636,360,18,2023-09-21,Returned
637,424,12,2024-04-03,Completed
638,303,6,2023-02-15,Completed
639,362,12,2023-05-14,Cancelled
640,366,14,2023-10-01,returned
641,156,19,2025-11-06,CANCELLED
642,28,12,2023-09-03,COMPLETED
643,376,20,2024-01-03,Returned
644,49,19,2025-03-04,Returned
645,50,6,2025-05-31,Pending
646,180,3,2024-11-26,Cancelled
647,286,12,2023-07-15,completed
648,15,19,2025-02-06,PENDING
649,275,12,2023-07-18,shipped
650,362,6,2025-11-05,completed
651,455,4,2024-09-30,Pending
652,52,20,2023-11-14,returned
653,200,4,2023-05-15,cancelled
654,407,12,2023-05-01,complete
655,336,17,2025-12-25,PENDING
656,391,14,2025-04-07,completed
657,248,10,2025-10-16,Completed
658,485,19,2023-12-22,completed
659,97,18,2023-04-18,SHIPPED
660,92,2,2024-03-15,cancelled
661,105,19,2023-02-01,complete
662,99246,11,2023-12-29,shipped
663,80,8,2024-06-12,canceled
664,378,14,2023-01-21,Cancelled
665,399,20,2023-01-22,returned
666,37,4,2023-11-22,Pending
667,379,13,2024-08-06,Cancelled
668,422,7,2023-06-27,pending
669,246,8,2023-03-19,COMPLETED
670,225,15,2023-03-26,PENDING
671,23,5,2024-11-30,Pending
672,330,13,2023-11-10,cancelled
673,337,1,2025-06-21,canceled
674,494,4,2023-05-14,Pending
675,20,4,2024-04-23,
676,291,8,2023-03-14,Returned
677,145,13,2025-07-09,Returned
678,326,5,2025-07-19,pending
679,494,9,2023-11-25,canceled
680,364,8,2025-04-03,PENDING
681,214,15,2025-06-28,CANCELLED
682,371,8,2024-03-20,shipped
683,392,12,2024-09-20,complete
684,464,20,2025-04-24,Pending
685,222,15,2023-02-18,Pending
686,289,13,2024-02-10,cancelled
687,477,20,2025-12-22,complete
688,5,2,2024-11-09,shipped
689,110,3,2025-01-13,returned
690,149,18,2023-11-24,SHIPPED
691,210,18,2025-08-19,cancelled
692,76,4,2023-03-22,Shipped
693,301,12,2025-06-22,completed
694,291,11,2023-06-24,pending
695,470,7,2024-10-18,COMPLETED
696,254,19,2025-05-05,Cancelled
697,267,1,2025-09-29,cancelled
698,222,9,2025-07-27,Completed
699,320,19,2023-02-09,Returned
700,345,13,2024-11-18,SHIPPED
701,483,9,2024-01-31,returned
702,335,17,2023-08-21,complete
703,34,8,2023-06-28,
704,446,3,2023-11-16,returned
705,341,4,2023-04-26,COMPLETED
706,47,987,2024-04-22,Shipped
707,244,16,2024-01-17,Completed
708,41,7,2024-06-23,PENDING
709,39,11,2024-04-11,canceled
710,147,9,2024-12-07,Cancelled
711,32,12,2023-05-04,COMPLETED
712,229,3,2024-10-14,shipped
713,492,9,2024-10-15,Returned
714,251,7,2024-04-12,shipped
715,167,13,2025-08-07,pending
716,199,5,2024-10-10,pending
717,99810,6,2023-11-06,complete
718,139,1,2025-10-15,Cancelled
719,371,14,2023-11-24,shipped
720,166,20,2024-08-15,Returned
721,7,6,2024-11-24,SHIPPED
722,272,12,2023-09-20,COMPLETED
723,127,11,2024-04-23,Returned
724,296,7,2023-09-18,cancelled
725,417,16,2025-08-20,complete
726,165,16,2025-08-05,Cancelled
727,99,9,2023-10-21,Returned
728,168,20,2025-09-15,CANCELLED
729,453,7,2023-09-04,PENDING
730,128,14,2023-01-23,canceled
731,391,12,2025-08-10,returned
732,305,11,2023-08-09,PENDING
733,84,11,2023-02-04,Returned
734,369,1,2025-06-08,CANCELLED
735,330,19,2023-03-22,pending
736,72,17,2023-12-01,shipped
737,212,3,2025-10-05,SHIPPED
738,80,3,2024-02-29,Cancelled
739,350,2,2024-04-06,cancelled
740,71,11,2025-03-04,completed
741,13,14,2023-05-20,PENDING
742,179,19,2025-01-23,Shipped
743,469,20,2024-07-30,Shipped
744,312,7,2024-10-31,canceled
745,496,17,2025-04-10,Shipped
746,448,19,2024-09-03,canceled
747,321,9,2024-03-20,PENDING
748,106,13,2024-11-01,Pending
749,306,8,2023-06-09,completed
750,485,1,2024-09-13,Pending
751,331,14,2025-02-02,completed
752,62,9,2025-07-24,PENDING
753,488,1,2025-09-02,cancelled
754,356,9,2023-02-16,pending
755,194,16,2025-06-04,completed
756,33,9,2024-07-30,Cancelled
757,447,15,2023-01-04,SHIPPED
758,406,2,2024-08-09,returned
759,192,12,2023-10-26,SHIPPED
760,240,10,2023-10-30,Returned
761,493,20,2024-06-02,shipped
762,277,6,2023-03-29,pending
763,426,19,2023-10-13,Shipped
764,58,18,2023-03-27,Cancelled
765,85,11,2025-09-28,shipped
766,337,8,2024-12-20,complete
767,80,7,2023-01-02,complete
768,356,8,2025-04-11,complete
769,9,4,2024-02-29,COMPLETED
770,61,12,2025-04-05,CANCELLED
771,220,16,2023-03-27,Returned
772,359,13,2023-07-20,shipped
773,14,16,2023-06-27,COMPLETED
774,324,15,2025-02-16,Returned
775,398,15,2024-03-19,pending
776,15,15,2023-05-22,Shipped
777,371,19,2023-08-29,returned
778,149,14,2023-08-13,COMPLETED
779,3,6,2025-02-10,CANCELLED
780,253,15,2023-08-26,completed
781,358,17,2025-01-24,Returned
782,360,3,2023-06-28,shipped
783,125,5,2023-09-05,Pending
784,280,9,2025-09-05,Pending
785,21,5,2024-09-07,completed
786,7,9,2025-12-22,pending
787,246,7,2025-08-30,Pending
788,278,3,2023-10-27,pending
789,263,3,2023-12-04,shipped
790,209,14,2023-03-29,completed
791,192,20,2024-04-05,SHIPPED
792,81,17,2024-08-12,completed
793,361,5,2023-03-23,returned
794,175,18,2024-10-31,Returned
