order_id,product_id,quantity,discount_pct
30,49,4,0.0
30,74,5,0.0
31,14,1,0.0
31,23,1,0.05
32,54,5,0.0
32,13,3,0.0
32,96,2,0.1
32,83,1,0.0
32,57,4,0.0
33,23,4,0.0
33,25,3,0.1
34,95,5,0.0
35,91,5,0.1
35,72,4,0.0
35,28,3,0.0
35,79,5,0.0
36,64,5,0.05
36,83,1,0.1
36,35,4,0.05
36,2,1,0.0
37,58,2,0.05
37,100,5,0.2
38,48,5,0.1
38,9,1,0.2
38,90,5,0.3
38,47,3,27.0
38,6,2,0.0
39,43,5,0.3
39,39,2,0.0
39,43,2,0.0
39,56,1,0.0
40,35,1,0.0
40,14,0,10.0
41,77,4,0.2
41,53,3,0.15
42,23,3,23.0
42,11,4,0.1
42,90,4,0.15
43,3,5,0.0
43,50,4,0.1
43,78,0,0.3
43,32,3,0.0
44,44,2,0.3
44,27,2,29.0
44,31,4,0.15
45,15,3,17.0
45,49,5,0.2
46,31,1,0.15
46,38,5,0.1
46,12,3,6.0
47,32,1,0.2
47,49,4,0.05
48,11,3,0.0
48,42,2,0.15
49,77,4,0.3
49,29,3,29.0
49,37,1,0.0
50,65,-1,30.0
51,15,3,0.0
51,81,4,0.2
51,94,1,0.2
51,37,2,0.2
52,62,3,0.0
52,1,1,0.05
52,95,5,2.46
53,10,3,0.1
53,40,4,0.0
53,70,3,0.15
54,24,2,0.3
54,100,1,0.2
54,22,5,0.0
55,6,4,0.05
56,96,4,0.0
57,30,5,0.15
57,13,2,0.0
57,26,1,0.05
57,74,5,0.15
57,81,5,0.3
58,21,4,0.3
58,21,2,0.1
58,98,4,0.1
59,52,2,0.2
59,72,3,0.0
60,76,5,5.0
60,83,2,0.1
60,97,1,0.3
60,81,3,0.3
61,22,4,0.0
61,19,5,0.1
61,12,4,0.2
61,95,5,0.0
62,65,1,0.0
62,86,3,0.05
62,94,3,0.0
63,56,2,0.0
63,100,3,0.2
63,25,2,0.0
64,78,1,0.15
64,68,1,0.0
65,82,5,0.0
65,7,5,0.0
65,11,4,0.2
66,24,4,0.1
66,59,1,0.05
67,12,1,0.1
67,72,1,0.0
68,66,2,0.0
68,36,3,0.3
69,97,1,0.0
69,78,2,21.0
70,26,1,0.3
70,1,4,0.0
70,35,4,0.0
70,67,4,0.1
71,78,2,0.1
71,57,2,0.1
72,74,4,0.2
72,53,1,0.1
72,62,2,0.0
73,68,4,0.3
73,72,5,0.15
73,97,1,0.1
74,12,2,0.15
74,89,3,0.2
75,11,1,38.0
75,44,5,0.05
76,24,4,0.15
76,4,2,0.1
76,65,4,0.05
76,19,2,0.3
76,16,1,0.05
77,7,2,0.2
77,85,5,0.0
77,56,3,0.0
78,77,1,0.0
78,73,1,0.05
78,98,5,0.05
78,97,5,0.0
78,53,2,0.3
79,53,5,0.0
79,35,5,0.3
79,82,3,0.0
79,97,4,0.0
80,6,3,0.1
80,96,5,0.2
81,15,5,0.3
81,11,3,0.0
81,85,5,0.05
82,10,3,0.2
82,94,2,0.3
82,21,4,0.05
83,84,5,0.05
83,96,1,0.15
84,59,2,2.43
84,93,5,0.1
84,77,5,0.0
84,52,2,0.2
84,81,5,0.0
85,8,3,0.0
85,49,2,0.15
85,56,2,12.0
85,23,5,0.0
86,62,4,0.0
86,86,2,0.1
86,19,2,0.3
87,70,3,0.0
87,37,2,0.0
87,82,3,0.15
87,48,4,0.15
87,18,4,0.1
88,72,3,0.15
88,27,3,0.3
89,62,4,0.3
89,85,1,0.0
90,23,4,0.2
90,65,5,0.3
91,4,3,0.1
91,27,3,0.15
91,99,1,0.0
92,92,5,0.3
92,56,5,0.0
92,7,1,0.15
93,48,2,0.1
93,48,3,0.15
93,26,3,0.05
93,60,1,0.0
93,36,5,0.0
94,41,3,0.3
94,72,2,0.0
94,9,5,0.05
94,34,5,0.15
94,50,5,0.3
95,55,2,0.05
95,39,4,0.1
95,4,5,0.2
95,68,2,0.2
96,43,5,0.3
96,50,2,0.1
97,88,5,0.0
97,97,1,0.0
97,11,2,0.1
97,50,3,2.31
98,48,1,0.0
98,4,4,0.3
98,60,3,0.1
99,18,2,0.15
99,62,2,0.15
99,55,3,0.2
100,88,1,0.15
101,62,5,0.0
101,3,4,0.0
101,94,2,0.1
102,61,3,0.3
102,97,4,0.3
103,93,4,0.1
103,28,1,0.0
103,65,4,0.05
103,5,2,0.0
104,23,2,0.3
104,71,1,0.2
104,92,3,0.3
104,75,-2,0.0
104,35,2,0.05
105,16,5,0.0
105,23,2,0.15
105,76,2,0.15
106,38,4,0.3
106,37,4,0.0
107,63,2,0.2
108,94,5,0.2
108,26,1,0.05
109,26,2,0.0
109,36,1,0.2
110,56,3,0.2
110,85,3,0.0
110,3,1,0.0
110,57,3,0.1
110,31,5,0.05
111,29,4,0.0
111,93,2,0.0
111,52,3,0.2
111,84,1,0.15
111,49,2,0.1
112,27,3,0.0
112,83,4,0.05
113,3,5,0.3
113,89,2,0.05
114,86,5,0.1
114,14,2,0.0
115,40,2,0.0
115,59,1,0.3
116,7,4,0.2
117,30,1,0.0
117,60,3,0.0
117,56,5,0.0
118,11,5,0.0
118,41,5,0.05
118,64,3,0.05
119,81,5,0.0
120,51,5,0.1
121,22,2,0.0
121,7,1,0.15
121,100,4,0.05
121,6,5,0.05
121,11,5,0.0
121,57,5,0.1
122,18,5,0.0
122,63,4,23.0
123,64,3,0.1
123,35,0,0.0
123,31,1,0.0
123,3,3,0.0
123,99,5,0.15
124,20,4,0.0
124,54,3,0.0
125,48,5,0.05
125,98,4,0.0
126,60,1,0.0
126,67,2,0.2
126,82,5,0.0
126,75,1,0.0
127,82,4,0.2
127,69,4,0.3
128,63,4,0.0
129,94,2,0.05
129,60,3,0.0
129,44,4,0.05
129,34,-2,0.15
130,18,1,0.0
130,72,5,0.0
131,43,4,0.05
131,88,1,0.0
131,2,4,0.0
131,38,5,0.3
132,37,5,0.3
132,21,3,0.15
133,7,5,0.2
134,59,2,0.2
134,92,2,0.0
134,8,1,0.0
134,35,3,0.0
135,86,1,0.0
135,51,1,0.05
135,82,1,0.1
135,33,1,0.15
135,24,2,0.15
136,96,5,0.2
136,26,2,0.1
137,41,1,0.0
137,3,4,0.2
137,63,5,0.05
137,36,3,0.2
138,45,1,0.1
138,67,3,0.2
138,33,4,0.05
139,23,4,0.1
139,97,4,0.0
140,78,1,0.05
140,85,2,0.2
140,71,4,0.0
140,22,3,0.0
140,28,1,0.2
141,80,2,0.0
142,88,5,0.3
142,79,2,0.15
142,27,1,0.05
143,46,1,0.0
143,86,4,0.2
143,23,1,0.0
143,13,4,2.28
144,90,4,0.0
144,18,3,0.2
145,44,3,0.15
145,70,3,0.0
145,57,4,2.19
146,50,3,0.15
146,35,3,0.05
146,76,3,0.0
146,62,3,0.1
147,55,4,0.0
147,4,3,0.3
147,37,5,0.0
148,45,2,32.0
149,23,1,0.0
149,5,5,0.15
149,76,3,0.05
149,11,2,0.0
150,75,1,15.0
150,18,3,0.05
151,5,2,0.0
151,60,4,0.0
152,45,1,0.15
153,74,2,0.0
153,100,2,0.2
153,74,5,0.3
153,15,1,0.0
154,65,4,0.0
154,100,1,0.0
155,90,2,0.3
155,10,3,0.0
156,44,5,0.15
156,57,4,0.3
156,83,1,0.05
157,23,2,0.15
157,93,5,0.2
157,85,3,0.3
158,15,1,0.15
158,80,2,0.2
158,27,2,0.2
159,3,1,0.0
159,9419,2,0.0
159,45,3,0.15
159,65,1,0.3
159,9,4,0.15
160,6,2,0.1
160,37,5,0.0
160,54,5,0.0
160,25,1,0.0
161,58,-2,0.0
161,15,1,0.0
161,48,1,0.15
161,49,3,0.3
161,92,5,0.05
162,94,3,0.05
162,19,4,40.0
163,11,5,38.0
163,17,2,0.0
163,11,5,0.0
164,13,5,0.1
165,33,2,0.15
165,12,2,0.1
165,57,5,0.15
166,79,1,0.0
167,39,3,0.2
167,15,4,0.3
168,87,1,0.2
168,20,3,20.0
169,52,3,0.0
169,8,4,0.05
170,95,5,0.0
170,98,4,0.05
170,24,-1,0.3
170,9,2,0.2
171,1,1,0.0
171,83,1,0.15
171,93,4,34.0
171,92,3,0.0
171,65,2,0.2
172,44,2,0.1
172,49,3,0.0
173,60,1,0.05
173,17,2,0.0
174,90,3,0.1
174,18,3,0.0
174,25,3,0.0
175,81,3,0.2
175,49,2,0.2
176,6,2,0.15
176,81,4,0.15
176,23,2,0.0
176,17,2,0.3
176,28,2,0.15
176,58,2,0.0
176,21,4,0.0
177,61,4,0.0
178,99,1,0.05
178,15,1,0.1
179,50,4,0.2
179,77,3,0.0
179,30,5,0.0
180,70,5,0.0
180,93,4,0.3
180,46,5,0.0
181,31,3,0.0
181,34,4,0.0
181,92,3,0.1
181,39,5,0.15
182,40,3,0.0
182,60,2,0.0
183,35,2,0.0
183,15,2,0.15
183,82,2,0.0
183,2,4,0.3
184,87,4,0.05
184,52,5,0.0
184,28,5,0.0
185,88,5,0.05
185,31,5,0.15
185,16,3,0.0
185,43,4,0.2
186,21,4,0.0
186,40,3,0.2
186,35,5,0.15
186,50,2,0.1
186,12,2,0.0
186,67,5,0.0
187,74,5,14.0
187,92,1,0.1
188,76,4,0.2
188,71,2,0.2
188,86,1,0.3
188,75,4,0.15
189,16,2,0.1
189,50,4,0.3
189,56,3,0.05
190,80,3,0.15
190,3,3,0.05
190,95,5,0.15
190,77,3,0.0
191,72,5,0.05
191,69,5,0.2
192,52,3,0.0
192,26,1,0.05
192,98,1,0.05
192,64,3,0.0
193,80,3,0.0
193,30,5,0.3
194,66,3,0.15
194,34,2,0.1
195,14,-2,0.3
195,10,3,0.2
195,15,2,0.0
195,87,1,0.3
196,89,5,0.0
196,74,2,0.1
196,63,4,0.2
197,72,3,0.05
197,51,1,0.0
198,48,2,0.3
198,71,2,0.05
198,12,1,40.0
198,35,5,0.0
199,40,4,0.0
199,13,5,0.1
199,24,1,0.15
199,100,4,0.0
200,47,4,0.05
200,23,3,0.0
200,81,3,0.1
200,1,4,0.0
200,100,2,0.3
201,97,3,0.3
201,23,5,0.0
201,42,4,0.0
202,20,4,0.2
202,92,3,0.1
203,37,4,0.15
203,52,1,39.0
203,32,5,16.0
204,62,5,0.1
204,79,2,0.0
170,69,2,0.0
170,19,2,0.0
206,67,2,0.0
206,35,5,0.0
207,39,4,0.2
207,6,5,0.2
207,31,2,0.15
208,45,3,0.1
208,7,3,0.3
208,23,3,0.3
208,47,1,0.3
209,7,4,34.0
209,96,4,0.15
209,63,1,0.15
209,29,5,0.0
209,96,5,0.1
210,87,4,0.0
210,68,1,0.0
210,70,1,0.15
210,59,3,0.3
211,3,1,0.15
211,59,3,0.15
211,39,3,0.0
211,52,4,0.0
212,74,2,0.0
212,39,1,0.3
212,41,1,0.05
213,25,3,0.0
213,14,2,0.15
213,71,5,0.0
214,73,4,0.0
214,68,1,0.0
214,85,5,0.2
214,54,2,0.2
214,6,2,0.2
214,70,4,0.3
215,35,3,0.0
215,34,2,0.0
215,95,1,0.0
216,29,1,0.3
217,88,3,0.0
217,86,2,0.0
218,30,5,0.3
219,74,5,17.0
219,51,3,0.3
219,49,5,0.2
219,55,3,0.2
220,62,2,0.0
220,70,1,35.0
220,31,1,0.0
220,10,5,0.0
221,80,2,0.1
221,89,3,0.1
221,57,5,0.0
222,59,1,0.0
222,73,5,0.0
223,22,2,0.0
223,78,2,0.3
223,77,1,0.0
224,41,5,0.2
224,50,2,0.15
224,25,3,0.1
224,70,2,11.0
225,24,1,0.0
225,20,3,0.2
225,60,5,0.05
226,79,5,0.3
226,88,5,0.1
226,92,5,0.3
227,20,1,0.1
228,44,1,0.1
228,97,3,0.05
229,71,4,0.3
229,61,3,0.0
229,16,2,0.0
229,37,5,0.15
230,70,2,0.2
230,49,4,0.05
230,11,4,0.0
231,75,1,0.3
231,15,4,0.0
232,39,3,0.0
232,49,3,0.15
233,17,5,0.15
233,76,2,0.0
233,66,4,0.05
233,33,4,21.0
234,48,5,0.3
234,5,5,0.1
234,97,3,0.2
235,47,3,0.15
236,69,5,0.2
236,52,3,0.3
236,24,1,0.3
237,60,1,0.15
238,70,3,0.1
238,60,3,0.0
238,61,4,0.0
238,50,2,0.0
239,72,3,0.05
239,36,4,0.2
239,21,2,0.15
239,26,2,0.0
239,37,5,0.0
240,51,4,0.05
240,99,1,39.0
240,9020,2,0.2
241,33,3,0.0
241,89,4,23.0
241,8,1,0.0
241,42,5,0.0
241,51,4,0.2
242,68,1,0.0
242,15,4,0.1
242,72,4,0.0
243,17,2,0.15
243,49,2,0.3
243,82,2,0.0
244,89,4,0.0
245,17,4,0.0
245,100,4,0.15
246,19,1,0.0
247,44,5,0.0
247,73,4,0.1
248,34,3,7.0
248,70,-1,0.0
248,37,2,0.0
248,70,4,0.15
249,45,3,0.2
249,96,3,0.1
249,49,4,0.0
250,74,1,0.0
250,64,2,0.15
250,98,2,0.15
250,7,3,0.0
251,32,2,0.05
251,28,5,0.2
252,27,3,0.3
252,30,1,0.2
253,78,3,0.0
253,75,4,0.0
253,36,3,0.0
253,75,5,0.05
254,3,1,0.3
254,68,4,0.1
254,57,4,0.3
255,23,4,0.0
255,17,4,0.1
255,23,1,0.0
255,66,1,0.3
256,90,2,0.3
256,23,3,0.05
257,63,3,0.05
257,62,4,0.05
257,41,5,0.0
257,39,4,0.0
258,82,1,0.3
258,14,3,0.1
258,91,2,0.3
258,4,3,0.0
259,39,5,0.0
259,49,1,0.0
259,17,5,0.0
260,83,1,0.2
260,50,1,0.0
260,62,4,0.15
261,100,1,0.1
261,89,2,0.0
262,32,2,0.3
262,24,2,0.05
262,82,1,0.1
262,11,4,0.0
263,10,5,0.3
263,64,5,0.05
263,38,3,0.0
263,46,3,0.0
264,14,2,0.0
264,9919,4,0.3
264,89,2,0.1
265,30,5,0.0
265,57,5,0.15
265,39,1,0.0
265,1,2,0.0
265,43,2,0.05
266,45,1,0.0
266,9,1,18.0
266,93,4,0.1
266,45,3,0.05
267,40,5,0.05
267,100,2,0.0
267,34,4,0.0
268,62,1,0.3
268,18,2,0.0
268,93,1,14.0
268,18,1,0.3
268,99,2,0.0
269,49,4,0.05
269,80,3,0.3
269,15,2,0.1
270,77,4,0.05
270,20,5,0.2
271,5,5,0.15
271,38,5,27.0
271,74,1,0.1
272,64,4,0.0
272,84,3,0.0
272,26,5,0.15
272,39,5,0.15
273,77,3,0.0
273,95,3,0.2
274,30,3,0.1
275,76,2,0.0
276,61,2,0.0
276,98,1,0.2
277,68,4,0.0
277,52,5,0.0
277,78,4,0.0
278,44,2,0.3
278,35,1,0.1
279,62,3,0.0
279,4,3,0.0
280,65,5,0.05
280,96,2,0.1
280,15,1,0.0
280,20,5,0.1
280,82,4,0.2
281,56,4,0.1
281,46,4,0.05
281,50,3,0.0
282,69,5,0.2
282,54,3,0.1
282,37,5,0.15
283,29,3,0.1
283,15,2,0.3
283,56,2,0.1
283,64,1,0.0
284,79,3,0.15
284,55,5,0.2
284,43,2,0.1
285,10,5,0.05
285,70,4,0.15
285,37,2,0.05
286,87,2,0.3
286,70,1,0.2
286,53,3,0.2
287,91,5,0.0
287,18,2,0.0
287,8,2,0.0
288,92,2,0.0
288,43,4,0.05
289,17,5,0.0
289,27,4,0.1
289,1,5,0.0
290,11,1,0.0
290,75,4,0.05
290,29,1,0.0
291,56,4,0.05
291,8,3,0.2
291,54,1,0.15
292,90,5,0.0
292,22,2,0.3
292,44,5,0.05
292,5,5,0.0
293,87,4,0.3
293,98,3,0.0
293,35,3,0.05
294,64,5,0.1
294,75,2,0.05
295,38,2,0.3
295,31,3,0.0
295,39,2,0.15
295,49,2,0.1
296,60,4,0.2
296,69,4,0.2
297,70,1,0.0
297,93,1,0.0
297,7,4,0.0
298,16,3,0.0
298,4,3,0.0
299,12,4,0.0
299,37,4,0.0
300,43,2,0.0
301,42,5,0.0
301,96,4,0.0
301,26,3,0.0
302,48,4,0.05
302,34,1,0.1
302,92,3,0.0
302,20,3,0.15
303,8,3,0.05
303,90,3,0.0
303,45,2,0.2
304,5,5,0.1
304,99,3,0.3
304,79,2,0.2
304,100,5,0.0
305,39,4,0.0
305,24,3,0.0
306,33,4,0.0
306,59,5,0.05
306,10,4,0.0
307,31,3,0.2
307,84,2,0.3
307,42,2,0.2
308,3,1,0.15
308,70,1,0.15
308,61,3,0.3
308,67,3,0.05
309,40,2,0.1
309,39,1,0.05
309,63,4,0.0
309,96,2,28.0
309,47,-1,0.15
310,29,3,0.0
310,19,4,0.1
310,27,1,0.0
310,7,5,0.0
311,74,4,0.2
311,33,5,0.1
311,34,4,37.0
312,82,5,0.2
312,75,3,0.0
312,63,1,0.05
312,56,5,0.05
313,22,2,0.0
313,34,2,0.0
313,49,3,0.15
313,7,2,0.05
314,93,5,0.15
314,85,5,0.0
315,34,3,0.0
315,9,2,0.0
315,10,3,0.0
316,32,4,0.15
316,51,2,0.0
316,46,4,0.0
316,33,5,0.05
316,69,3,2.64
317,58,3,0.15
317,20,3,0.2
317,89,2,0.05
318,38,4,0.3
318,43,5,0.0
319,9,1,0.15
319,62,3,0.05
319,19,1,0.05
319,76,4,0.0
320,79,4,0.05
320,44,4,0.0
321,11,5,0.0
322,9,5,0.2
322,90,4,0.3
322,39,3,22.0
322,57,4,0.3
323,74,4,0.0
324,68,2,0.05
324,10,4,0.05
324,80,2,0.3
324,19,4,0.3
325,82,5,0.1
325,1,1,0.3
325,98,5,0.05
325,84,1,0.2
326,6,5,0.0
326,30,4,0.3
326,50,2,0.0
327,2,5,0.05
327,7,1,0.15
327,1,4,0.3
328,93,5,0.0
328,9,4,0.0
329,23,3,0.2
329,12,4,0.15
329,52,3,0.0
329,26,2,0.0
330,80,5,0.0
330,52,3,0.15
331,34,1,25.0
332,18,4,0.2
332,53,4,0.1
332,10,4,0.0
332,6,1,0.3
333,4,2,0.2
333,18,2,0.0
333,34,3,0.2
334,3,2,0.0
334,73,4,0.15
334,100,4,0.05
335,53,2,0.3
335,94,2,0.0
335,13,3,0.0
335,74,5,0.0
335,54,5,0.0
336,8,3,0.0
336,55,3,0.0
336,68,4,0.0
337,5,3,0.3
338,44,2,0.1
338,83,1,0.3
338,66,1,0.1
338,25,2,0.2
339,34,2,0.0
339,88,5,0.15
339,25,2,0.3
340,12,1,0.3
340,63,2,0.15
340,54,1,0.05
340,15,5,0.0
341,30,3,0.05
341,50,5,0.0
341,8,4,0.3
342,50,2,0.0
342,41,1,0.0
342,20,2,0.05
343,66,4,0.3
343,18,5,0.1
344,57,2,0.15
344,31,1,0.0
344,26,3,0.3
344,51,1,0.0
344,45,3,0.0
345,15,3,0.2
345,57,1,0.0
346,69,5,0.1
346,42,2,0.2
347,34,5,0.15
347,81,1,0.0
348,70,5,0.1
348,39,3,0.2
348,5,5,0.1
348,73,5,2.66
348,25,1,0.0
349,60,4,0.0
349,70,3,0.0
349,14,2,0.05
350,66,3,0.0
350,36,2,0.0
350,98,3,0.1
350,2,2,0.2
351,64,1,0.3
351,30,1,0.15
352,2,4,0.3
352,23,-1,0.0
352,55,2,0.1
352,5,1,0.0
353,59,4,0.1
353,65,2,0.05
353,67,1,0.15
353,85,-2,0.3
354,15,5,0.0
354,30,5,0.2
354,89,4,0.15
355,26,5,0.2
355,86,4,0.3
355,33,5,0.0
356,1,4,0.2
356,46,4,0.0
356,47,4,0.0
356,95,5,0.1
357,7,2,0.2
357,56,1,0.1
357,19,4,0.0
358,32,1,0.0
358,50,1,0.15
359,60,3,0.2
359,61,4,0.0
360,66,3,0.0
360,53,1,0.0
361,60,4,0.1
361,75,3,0.0
361,59,3,0.0
362,25,2,0.2
363,50,3,0.05
363,69,4,0.0
364,17,5,0.3
364,99,-1,0.2
364,20,2,0.0
365,61,5,0.2
365,29,3,0.0
365,70,5,0.05
366,38,1,0.0
366,96,1,0.2
366,6,5,0.0
366,84,5,0.05
366,8,2,0.2
367,86,2,0.0
367,45,4,0.0
367,98,3,0.05
368,31,5,0.2
368,37,5,0.3
369,71,3,0.2
369,99,3,0.2
370,9392,3,0.15
370,4,1,0.0
371,30,1,0.0
371,90,2,0.3
371,79,4,0.1
371,20,1,0.15
372,69,3,0.2
372,89,5,0.2
373,45,4,0.0
374,61,2,0.15
374,17,2,0.3
374,12,4,0.1
374,74,4,0.3
374,53,3,0.3
375,5,5,0.3
375,63,3,0.05
375,53,1,0.0
375,24,4,0.2
376,65,2,0.0
376,9,5,0.0
376,10,2,0.0
377,55,5,0.1
377,10,2,0.05
377,33,3,0.2
377,45,-2,0.2
378,5,3,0.3
378,43,5,0.0
378,3,4,0.15
378,58,3,0.1
379,19,1,0.3
379,4,3,0.2
379,4,5,0.3
380,14,2,0.1
380,51,3,0.0
380,53,4,0.0
381,5,5,0.0
381,3,3,0.2
381,71,2,0.0
381,97,5,0.3
382,39,2,0.1
382,48,4,0.2
382,12,2,0.05
382,15,5,0.2
382,14,4,0.0
383,85,1,0.05
383,8,5,0.15
383,61,2,0.0
384,5,1,0.15
384,30,1,0.3
384,24,2,0.0
385,16,1,0.15
385,92,2,0.1
386,34,1,0.2
387,18,1,0.3
387,70,4,0.05
388,89,5,0.05
388,62,2,0.2
388,23,1,0.0
388,66,1,0.0
389,34,2,0.15
389,73,3,0.15
390,84,5,0.0
390,96,5,0.0
390,57,2,0.05
390,10,4,0.2
390,7,2,0.1
391,27,2,0.0
391,74,2,0.1
391,32,1,0.0
391,30,5,0.3
392,96,1,0.05
392,3,-2,0.3
392,37,2,0.3
392,48,2,0.0
393,59,3,0.15
393,33,3,0.05
393,92,5,0.15
393,9537,5,0.0
394,36,5,0.0
394,96,5,0.2
394,18,3,0.3
395,56,5,0.05
395,92,1,0.0
395,67,5,0.3
396,26,1,0.0
397,79,1,0.0
397,44,1,0.2
398,49,4,0.0
398,38,2,0.0
398,60,1,0.0
398,38,4,0.0
399,93,3,0.15
400,15,2,0.0
400,48,3,0.05
400,46,1,0.3
401,21,1,0.3
402,60,1,0.2
402,94,2,0.0
402,35,4,0.2
403,77,5,0.0
403,75,-2,0.0
403,63,2,0.05
404,5,1,0.2
404,22,2,0.0
404,55,1,0.05
405,35,1,0.15
405,96,1,0.1
405,31,3,0.0
406,9,4,0.0
407,55,4,0.0
407,19,1,0.0
407,23,5,25.0
407,11,5,0.0
408,7,3,0.05
408,59,5,0.3
408,35,2,0.2
409,27,4,0.05
409,35,4,0.2
409,84,2,0.0
409,81,1,0.0
410,7,4,0.0
410,39,4,0.2
410,81,3,0.05
410,59,3,0.05
411,20,5,0.1
411,8,5,0.0
411,20,4,0.05
412,48,5,0.1
412,78,4,0.0
413,49,5,0.3
413,9,2,0.0
414,79,1,0.0
414,22,5,0.1
415,39,2,13.0
416,77,5,0.3
416,15,2,0.0
416,41,4,0.05
416,33,5,0.15
417,32,3,0.15
417,32,4,0.1
417,31,1,0.1
417,34,1,0.1
418,7,5,0.2
418,90,4,0.0
418,68,-1,0.05
419,85,2,0.2
419,33,4,0.0
420,41,1,0.05
420,47,3,0.3
420,76,3,0.05
420,39,1,0.0
421,100,3,0.2
421,28,1,0.2
421,78,1,0.0
422,93,5,0.15
422,24,2,0.05
422,6,5,0.0
423,5,4,0.0
423,58,1,0.2
423,65,3,0.05
424,29,5,0.0
425,47,3,0.05
425,67,3,0.05
425,28,4,0.15
425,44,2,0.15
425,3,1,0.05
426,49,5,0.2
426,46,3,0.15
426,12,4,0.2
426,54,2,0.05
427,12,1,0.0
427,36,5,0.15
427,68,5,0.2
427,96,2,0.3
428,57,2,0.2
428,26,3,0.1
429,4,2,0.0
429,60,4,0.2
429,86,5,0.3
429,17,5,0.1
429,63,3,0.0
430,37,4,0.0
430,81,4,0.1
430,96,5,0.0
431,77,3,0.15
432,98,2,0.0
432,66,2,0.0
432,64,1,0.3
433,85,3,0.3
433,16,2,0.0
434,10,5,0.15
434,55,5,0.2
434,30,2,0.15
434,91,2,0.1
434,3,2,0.2
435,21,3,0.3
435,36,2,0.3
435,88,3,0.15
435,98,2,31.0
435,65,4,0.3
436,54,4,0.15
437,20,1,0.2
438,62,2,0.0
438,89,3,0.0
438,50,3,0.0
438,2,1,0.05
439,100,4,0.2
439,81,5,0.2
439,13,1,38.0
440,34,5,0.0
440,42,4,0.2
441,3,2,0.15
441,39,1,0.15
442,3,4,0.15
442,11,4,0.3
442,66,1,0.15
442,53,4,0.0
442,4,2,0.05
443,86,4,0.15
443,82,5,11.0
444,81,2,0.1
444,67,4,0.05
444,94,4,0.0
444,24,4,0.0
445,22,1,0.15
445,18,1,0.3
445,2,3,0.3
445,86,2,0.1
446,65,5,0.2
446,16,4,0.0
446,20,5,0.3
447,28,4,0.0
447,1,2,0.0
447,63,1,0.3
447,22,3,0.1
448,74,2,18.0
448,34,1,0.0
448,94,3,0.0
449,8,2,34.0
449,71,2,0.15
449,71,2,0.15
449,51,5,0.0
449,88,3,0.3
450,69,4,0.1
451,95,4,0.2
451,39,1,0.2
451,45,1,0.2
452,91,1,0.0
452,23,1,0.2
452,94,2,0.1
452,49,2,0.1
453,96,-1,0.2
453,74,4,0.3
453,59,2,0.05
454,7,3,33.0
454,46,4,0.0
454,90,2,0.0
454,4,4,0.0
455,2,4,0.05
455,96,2,0.0
455,39,5,0.0
455,13,4,0.1
456,91,5,0.0
456,91,3,0.2
457,94,1,0.05
457,75,5,0.1
457,46,4,0.2
458,74,1,0.0
458,93,3,0.05
458,55,3,0.05
459,40,4,0.0
459,80,1,0.15
459,72,2,0.0
459,77,1,0.05
459,74,1,0.3
460,7,4,0.15
460,42,3,0.15
460,5,2,0.1
461,42,1,0.0
461,47,3,0.15
461,74,2,0.0
461,44,3,0.05
461,14,4,0.05
